Lon,Lat,nObs,SG_rmsep,meanT,meanP,G_rmsep,C_rmsep,PerMod_RMSEP
7.82,36.83,0.975,0.7540453333278342,18.025000000000002,694,0.7646280866976142,0.815598527981562,-0.032255146705205955
3.25,36.72,0.9833333333333333,0.9154248090039683,18.083333333333336,672,0.9943467749370156,0.954842864753453,0.020266837756143526
5.07,36.72,0.875,0.9465086140277686,17.366666666666667,861,1.0588843469283984,0.9507504277431317,0.053807746834466944
7.47,36.47,0.95,0.6952793613464026,17.316666666666666,554,0.7238512521832512,0.7246183326892495,-5.295799884301992e-4
6.62,36.28,0.9833333333333333,0.9329276317720602,15.425,568,0.9315463345162897,1.0253796854042556,-0.04794936034003767
1.33,36.22,0.9166666666666666,0.7114302642238697,18.166666666666668,420,0.9569984481548958,0.787609606029399,0.0970927777842318
2.23,36.3,0.975,1.096182736390494,16.366666666666667,689,1.334354380773317,1.0261728323115058,0.13055623623125626
4.77,36.07,0.95,0.8345240534719585,14.891666666666667,357,0.9610353192478318,0.8714502503001628,0.048887189310727455
5.42,36.18,0.9083333333333333,1.083259036661471,12.925,498,1.218329698349933,1.072249193573178,0.06377449180722591
0.12,35.88,0.875,1.6499582953754828,17.566666666666666,371,1.9779036739361293,1.508903650999753,0.1345070086271545
-0.65,35.7,0.9416666666666667,0.9673331792291274,17.96666666666667,380,1.0462530000371195,0.992236625556525,0.026498233693420907
6.18,35.55,0.9,0.8618592988953011,13.658333333333335,352,0.8604484660387606,0.9267901464269669,-0.03711965482699558
8.13,35.48,0.9583333333333334,0.9299263020461982,15.4,383,0.9404346836182724,0.9708474388421056,-0.015912227120443653
-0.6,35.6,0.9666666666666667,0.7920255887146427,17.741666666666667,388,1.0524693619670134,0.7469159530903493,0.16980988247474016
-1.35,35.3,0.8,0.7994550138766424,17.700000000000003,431,0.863424946677599,0.813670749007569,0.029666880547149208
-1.78,34.82,0.9416666666666667,0.6864093553629921,16.908333333333335,343,0.7574861955056935,0.7446113387652884,0.008571252163497968
